x1,x2,y1,y2
0.11301,0.38666,2.47454,2.45062
0.38666,0.65697,2.45062,2.40157
0.65697,0.92221,2.40157,2.32976
0.92221,1.18152,2.32976,2.23864
1.18152,1.43518,2.23864,2.13258
1.43518,1.68456,2.13258,2.0167
1.68456,1.93199,2.0167,1.89665
1.93199,2.1805,1.89665,1.77889
2.1805,2.43342,1.77889,1.67115
2.43342,2.69366,1.67115,1.58322
2.69366,2.96227,1.58322,1.52783
2.96227,3.22279,1.52783,1.51893
3.22279,3.44233,1.51893,1.55293
3.44233,3.63536,1.55293,1.61836
3.63536,3.81755,1.61836,1.71135
3.81755,4.00662,1.71135,1.83562
4.00662,4.08407,1.83562,1.89094
-4.08407,-4.08407,1.60603,1.60603
-4.08407,-3.90028,1.60603,1.40174
-3.90028,-3.69719,1.40174,1.21768
-3.69719,-3.69719,1.21768,1.21768
-3.69719,-3.52502,1.21768,1.10893
-3.52502,-3.33134,1.10893,1.03934
-3.33134,-3.15398,1.03934,1.01957
-3.15398,-2.9809,1.01957,1.0342
-2.9809,-2.79899,1.0342,1.0788
-2.79899,-2.59707,1.0788,1.15538
-2.59707,-2.36131,1.15538,1.27026
