t,theta1,theta_dot1,theta2,theta_dot2
10,-0.7715022573639928,0.1396946827512729,0.4582508384200375,1.9224381318924737
10.1,-0.7540655655118056,0.2088291120587727,0.6480044023342733,1.8699446167578506
10.2,-0.7297872035423062,0.27643990108940214,0.8317435269332315,1.8025785055992523
10.3,-0.6988462969135845,0.341988686048923,1.0081156750885563,1.7230855992720944
10.4,-0.6614767724239654,0.40491765427161824,1.176054173318051,1.6343969556306879
10.5,-0.6179692966684522,0.46465020132592194,1.3347851793976782,1.539404261158802
10.6,-0.5686729838949218,0.5205949489000243,1.4838144713281078,1.4407836261922675
10.7,-0.5139965213205763,0.5721533846019402,1.6228995143564655,1.3408779933600465
10.8,-0.4544083505137248,0.6187311108390631,1.752012659647874,1.2416363321994015
10.9,-0.3904355532981721,0.6597523719930638,1.871300722426032,1.1445999092956147
11,-0.32266115167255977,0.6946771425632957,1.981044998256581,1.0509225804284215
11.1,-0.2517196113766008,0.7230197348088373,2.081624464489729,0.9614121697989962
11.2,-0.1782904646826087,0.7443675565858558,2.173483711284101,0.8765820966845307
11.3,-0.10309011402857746,0.7583984906015109,2.2571062027627615,0.796705278927937
11.4,-0.02686203133264935,0.7648953570230831,2.3329928159613633,0.7218651340164942
11.5,0.0496342853493855,0.7637560968026333,2.4016452069474776,0.6520007954684269
11.6,0.12563511613197326,0.7549986754029436,2.4635533536596457,0.5869453378021785
11.7,0.20038452677223167,0.7387602144593967,2.519186563837386,0.5264568993468379
11.8,0.2731460025505917,0.715290438809519,2.5689872603522943,0.4702432293143336
11.9,0.34321316698444637,0.6849400939529859,2.6133669266255617,0.41798049467605525
12,0.40991913653986906,0.6481454588030979,2.652703684524843,0.36932727857296277
12.1,0.4726441902576754,0.6054103905307422,2.6873410696010716,0.3239346725592197
12.2,0.5308215854889106,0.5572874589409298,2.717587654395428,0.2814532708713966
12.3,0.5839415044796274,0.5043596634442298,2.7437172454806733,0.24153775516461168
12.4,0.6315532561194549,0.44722400914558286,2.765969442589686,0.2038496358831554
12.5,0.673265969688599,0.38647790118278874,2.784550399061842,0.1680586039305238
12.6,0.70874809425469,0.32270894708023334,2.799633663193677,0.13384284905184587
