t,theta1,theta_dot1,theta2,theta_dot2
17,-0.42390744541387343,-0.5738450406757861,-2.5987777874527396,-0.4955140014529521
17.1,-0.47958880926796,-0.5390987881381538,-2.6451833563833103,-0.4332606103646609
17.2,-0.5315960683564469,-0.5004187175199892,-2.6855577856175343,-0.37484186390758745
17.3,-0.5795529147186059,-0.4581495462709796,-2.7202687965656573,-0.31993396620413417
17.4,-0.6231183818970555,-0.41265239088717764,-2.749649285987643,-0.2681664785166074
17.5,-0.6619881968948641,-0.36429914130251284,-2.7739932948368886,-0.2191345457970625
17.6,-0.6958956115403682,-0.31346767095297534,-2.7935530728756985,-0.17240862790641626
17.7,-0.7246118022880504,-0.2605380387389319,-2.8085370035398936,-0.1275420273012705
17.8,-0.747945941966139,-0.2058897587066399,-2.8191081855679156,-0.08407655657876556
17.9,-0.7657450522697479,-0.14990011978677342,-2.8253835036684674,-0.04154671416850959
18,-0.7778937402440463,-0.0929434822716485,-2.827433057849589,0.0005172552102916325
18.1,-0.7843139054061413,-0.03539140944603648,-2.8252798587233583,0.0425870390435376
18.2,-0.784964494036934,0.022386552968837417,-2.8188997335626276,0.08513430145425468
18.3,-0.7798413545005983,0.08002168539026228,-2.808221425059506,0.128628723092157
18.4,-0.7689772219167397,0.13714474147300876,-2.793126901775359,0.17353566591281747
18.5,-0.7524418357657469,0.19338469821491644,-2.7734519363621866,0.2203130897769577
18.6,-0.730342166010714,0.2483678637189975,-2.7489870452312566,0.26940734450288367
18.7,-0.7028227007703671,0.30171757951836475,-2.7194789209360506,0.3212474608602281
18.8,-0.6700657251099036,0.3530547230590035,-2.6846325259179813,0.3762375725684792
18.9,-0.6322915033402432,0.40199915666357966,-2.644114051934206,0.4347471268421261
19,-0.5897582647921364,0.44817222269313084,-2.5975549814038663,0.4970985933751232
19.1,-0.5427618872760342,0.49120029904159707,-2.5445575117170263,0.5635524731334084
19.2,-0.49163517256799383,0.5307193761083099,-2.4847016167212947,0.6342895521303398
19.3,-0.43674661635652523,0.5663805196887615,-2.417554015212263,0.7093905546148167
19.4,-0.3784986023054133,0.5978559950798252,-2.342679287223043,0.7888136351373134
19.5,-0.3173249556150693,0.6248458097700924,-2.2596533173722357,0.8723705139160224
19.6,-0.2536878387888146,0.647084335532905,-2.168079142740973,0.9597024979702156
19.7,-0.1880739908266137,0.6643466707088359,-2.067605134449739,1.0502581185240498
19.8,-0.12099036047094988,0.6764543697375912,-1.9579452434302587,1.1432746088796546
19.9,-0.05295921642223449,0.6832802079707798,-1.8389007971436768,1.237765873428266
20,0.015487164368000995,0.6847517002651939,-1.71038306176561,1.3325198785525407
